alteracoes,com_problema
problemas na iluminacao da lanterna de posicao traseira esquerda entrando em conflito com a luz indicadora de direcao,
viatura com problemas na caixa de marcha escapando a terceira marcha,1
do km 161936 ao km 161941 em testes na oficina identicar substituicao de borboleta,
barulho no anormal no compartimento do motor,
vidro da porta dianteira esquerda com problema para fechar,
viatura nao utilizada pela equipe  registro anterior ar condicionado nao esta funcionando bem e liberando fumaca sem as borrachas das portas traseiras e sem giroflex o freio nao esta respondendo bem luz da injecao eletronica acesa,
motor esquentando aguardando autorizacao para conserto,
troca de lampada farol baixo,
arranhao na parte traseira direita conforme registro em pdi anteriores protecao plastica de dentro da caixa de rodas dianteira lado direito quebrada verificado no inicio do plantao de 23 02 2021 vidro da porta dianteira esquerda parece que esta soltando da canaleta maquina de vidro,
conferida pela equipe vtr segue para curitiba com o prf cidade para entregar ao prf moedinger convocado para operacao,
sem alteracoes vtr a disposicao do prf charles na uop porto vitoria f7 230,
pastilhas e discos de freio trocados,
realizada revisao dos 30 mil na dismabe ford de sao gabriel em 23 02 21 verificacao de acumulo de agua do ar condicionado ficara para outro dia a ser agendado viatura com para choques dianteiro danificado cfe registro de retirada de animal que resultou no dano viatura apresenta infiltracao de agua da chuva carpetes dianteiros encharcados com acumulo de agua e por consequencia mau cheiro enviado email dia 14 02 21 para a sede 11del informando e solicitando manutencao na concessionaria,
conforme relatos anteriores,
terceira marcha escapando rodas desbalanceadas,1
vtr com equipe prf s fabio silva e scarpati que retornou de safra ate as 09 55h com deslocamento em pdi propria,
em ordem,
pequeno amassado na porta dianteira direita ralado no lado esquerdo do para choque traseiro arranhao de aproximadamente 40 cm na lateral esquerda parte traseira,
troca de oleo vencida limpador para brisa necessita troca vtr baixada na del para manutencao,1
alteracoes a serem verificadas pela equipe de plantao na uop 01,
encaminhamento de viatura para oficina de planaltina para revisao amortecedores troca de oleo e filtros,
viatura trazida da oficina fort car troca de parafusos da roda e lavagem,
entrando agua na parte superior do para brisa dianteiro e painel de controle do ar condicionado nao funciona,1
1 trincado no parabrisa 2 luz baixa direita inoperante 3 barra estabilizadora do eixo traseiro direito totalmente rompida 4 viatura com vibracao excessiva 5 necessita de limpeza especifica externa e interna,
luz do abs acesa,
nao ha alteracoes aparentes,
em revisao de garantia,
suporte lateral do cinto do motorista danificado solto dificultando o uso do cinto de seguranca,
para revisar,
em manutencao,
estribo direito arranhado na parte posterior,
sem alteracoes nao utilizada no plantao,
folga na direcao lanterna lateral esquerda quebrada motor do vidro eletrico dianteiro esquerdo com barulho palheta do parabrisa precisando ser trocada e abertura no teto na altura do compartimento para transporte de detidos realizada troca das pastilhas de freio em rio branco ac pois estavam comprometendo a seguranca confirmado pelo gestor de frota da sprf ro que foi efetuada a troca de oleo durante a revisao realizada com 31 000 km em dez 2020 apesar de nao estar lancado na pdi,1
ar condicionado e marcador de combustivel nao funcionam e a roda dianteira esquerda apresenta vasamento de oleo,1
tag nao esta funcionando,
viatura deixada na autobus para conserto do giroflex que encontra se solto,
fratura no parabrisa dianteiro radio nao comunica com os demais,
trocar algumas lampadas,
encaminhada para manutencao na oficina vrcar,
retorno da oficina vrcar apos revisao,
sem alteracao acompanhamento carlos alberto araujo dias,
vtr com amassamentos no para choque dianteiro e no para lama dianteiro esquerdo,
troca de oleo vencida escapamento furado luz do airbag acessa controle da chave nao funciona horas nao fecha horas nao abre horas nao funciona nada,1
riscos na pintura,
marcador de combustivel nao funciona,1
barulho na roda dianteira podendo ser rolamento,
wwww,
hodometro constante da vtr descaracterizada 40496,
pneus dianteiros com desgastes,
riscos e arranhados na lataria em geral descascado proximo ao farol de neblina esquerdo raspado no para choque traseiro lado esquerdo,
riscos por toda extensao parachoque traseiro lado esquerdo quebrado,
nenhuna,
1 vtr reserva 2 entre as 11h00 e 11h20 da manha foi necessario passar pelo radar de mercedes pr br 163 pr km 303 304 acima da velocidade permitida em razao de acompanhamento tatico a veiculo vw tiguan cor preta que se evadia sentido decrescente acompanhamento com viatura caracterizada com dispositivos de deslocamento de emergencia acionados ocorrencia informada a chefia imediata,
vidro direito da viatura fica parcialmente aberto quando do fechamento,
vidro com 2 pequenas trincas,
buscamos a viatura na del 09,
barulho externo nao identificavel,
pastilha de freio com desgaste necessitando a troca,
falha na parte eletrica vtr desliga,
viatura com bateria nova pronto emprego na uop floriano,
indicacao de pneu dianteiro esquerdo necessitando de calibragem foi realizado a calibragem no entanto mensagem persiste,
giro nao esta operando,
sem alteracoes aparentes para brisa trincado,
farol baixo lado esquerdo nao acende,
bateria fraca,1
arranhoes do lado direito do parachoque dianteiro,
gmf anotacoes demora na arrancada primera marcha para brisas trincado lanternas traseiras de freio e posicao farol baixo lado esquerdo bateria se esgota com facilidade volante trepidando em velocidades superiores a 130 km h sensor de re com sonoro inoperante trocar oleo filtro e revisar,1
vibrando nas frenagens,
riscos de arranhoes gerais em toda lataria,
utilizada para deslocamento das equipes da uop de santa maria ate a uop de ipixuna e retorno,
durante os deslocamentos foi necessario utilizar as prerrogativas inerentes a veiculos oficiais que estejam em servico de emergencia e ou urgencia fazendo uso de luz intermitente na cor vermelha e dispositivo sonoro conforme preconiza o art 29 do ctb,
sem alteracao nada relatado,
durante o deslocamento da viatura gm s10 placa ovq 5g42 na escolta dedicada no km 165 da br 428 no sentido crescente ao cruzar por um caminhao este arremessou uma pequena pedra contra o parabrisa da viatura vindo a causar um pequeno trinco na parte central inferior,
odometro registro no sistema nao batendo 101431 vtr em uso operacao caminhos de minas ifr,
alteracoes ja relatadas,
para brisa dianteiro trincado oleo vencido pela pdi vtr foi deixada na oficia para troca parabrisa pehar hj pela manha,1
p,
sem alteracoes parente,
goteira na luz interna de teto,
vtr retornou da lavagem km final 77181,
viatura com pequeno trinco no para brisa,
sem radio vidro traseiro trincado,
realizar balanceamento trocar limpador de para brisa e fixar banco do motorista,1
mensagem de troca de oleo da viatura,
lampadas queimadas,
verificacao de sistema de iluminacao e freios,
encaminhada para empresa auto frio ar condicionado trocar compressor ar,
estalo na suspensao o limpador de para brisa esta ressecado,1
durante os deslocamentos houve a necessidade de exceder a velocidade permitida para a via em razao de acompanhamento de veiculos suspeitos infratores ressalto que em todos dos deslocamentos o sistema de iluminacao intermitente e a sirene estiveram ligados conforme previsto no artigo 29 do ctb,
amassado no para choque traseiro lado esquerdo pneu sobressalente com bolha na parte externa gestor de frota ciente para substituicao start stop nao funcionou quando acionado voltando a ligar apos novo teste cerca de duas horas depois luz da ignicao acesa aparecei a informacao de perde de potencia e a vtr ficou com o motor amarrado vtr com luz da ignicao acessa e informacao de perda de potencia,
constatamos um amassado no parachoque dianteiro esquerdo embaixo nao sabendo precisar se fora no deslocamento ou no trecho de serra onde a vegetacao era alta e com varias pedras na estrada onde tivemos que deslocar para ter acesso a torre da oi fato fora arguido junto ao gestor da frota da 1 del prf strauss,
amassamentos porta tras esq paralamas dianteiros e conforme registros anteriores,
sensor das travas das portas com problemas,
sistema de iluminacao de emergencia aciona mesmo com o veiculo desligado porta do passageiro aparente estar empenada trava do porta malas deu sinais de avarias,
nad aa registrar,
viatura apresenta ruido tanto em reta quanto em curvas ao efetuar aceleracao barulho oriundo do cofre do motor acabamento da soleira da porta dianteira direita solto,
vidros das portas traseiras com defeito,
pneu dianteiro direito foi para oficina para reparo porem continua baixando apesar da equipe ter feito a calibragem,
seta esquerda traseira intermitente,
sistemas sonoros luminosos e radio comunicador inoperantes,
peito de aco batendo no fundo,
pneu dianteiro direito murcho calibrado ao fim do plantao em 34 psi,
alguns arranhoes na lataria obs viatura deixada no estacionamento do hotel vila santo agostinho a disposicao da coordenacao da oteca chaves entregue a inspetora paula prado,
o,
lanterna de freio esquerda quebrada,
em manutencao oficina fast auto,
sem alteracoes no recebimento do servico na passagem de servico a viatura ficou trancada travada com a chave dentro conforme relato na pdi,
amassado porta direita,
polimento nos farois,
ar condicionado nao funciona sistema giroflex e sirene nao funcionam,1
vtr retirada na oficina,
vtr precisou de transmissao de energia,
pneus desgastados,1
efetuado lavagem completa e manutencao no painel look pneus,
foi substituido a chave de farol,
pneu dianteiro direito com defeito,
levada e deixada na jorlan sia para manutencao bateria nao segurando carga escapamento emanando mau odor dentro e fora do veiculo provavelmente catalisador mensagem de falha no sistema de airbag sensor de estacionamento quando engatada marcha a re mantem o bip continuo mesmo sem obstaculo,1
porta dianteira direita com lataria amassada conforme relatado em pdi anteriores,
conforme ja reladas nas pdi s anteriores,
para choque dianteiro danificado,
viatura encaminhada para oficina mf auto center ticketlog para manutencao,
retorno de instalacao de kit velado na oficina mf auto center compra do departamento,
com arranhoes por toda a lataria botao da luz interna teto traseira ausente retrovisores externos com folga,
pequenos amassados na lateral direita suspensao amortecedores avariados,
nao visualizada,
retrovisor esquerdo quebrado,
farol queimado e embreagem com defeito,1
nivel do liquido de arrefecimento do motor baixo foi completado,
deixada na oficina autocar para manutencao de parabrisas trincado e lavagem,
as constantes na ultima pdi em que foi inclusa e grande trincado no parabrisa,
limpador do parabrisas ruim,1
lanterna traseira direita nao funciona giroflex e sirene apresentando pane eventualmente nao funcionam,1
parachoque dianteiro lado esquerdo com travas quebradas lampada do farol desregulada,
arranhoes pela carroceria farol de milha lado direito sem a moldura sensor de re com inoperante para choque traseiro lado esquerdo soltando arranhado e com a lataria amassada luz de injecao ligada terceira marcha escapando,1
